"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"519",80.6901803595955,100.969609153722,66.2673700115674,356.879090902683,137.834948587833,19.8956605771648,90.7548523321834,24.9583388497769,350.789990814501,78.3958953334234,364.68038979067,206.081669106462,197.199809367864,121.336676691602
"520",82.1227690380971,102.46408475327,68.9794816892612,372.642510184526,147.415732034268,20.1619338486215,92.356798113659,24.0596995398243,356.428101982792,82.1005997373468,381.672846369529,211.39852325064,201.721855174448,125.457093707312
"521",83.2527355635714,104.263044492143,71.2710846865714,386.395034295643,154.361280822857,20.5302422667857,93.9990092492857,23.2508109035714,362.7802257,85.0845920364286,395.300774521429,217.242336185714,204.589700435714,128.796601096429
"522",84.3181465996099,106.640460778296,72.7561543386096,398.548560578468,158.150897948954,21.1734387389649,96.0898724237213,22.842045244742,370.592371041669,87.0853901769757,405.21587952582,223.119627302079,205.973693548759,131.242568567058
"523",85.2983976256588,109.52252968105,73.7321981071177,409.039781481217,159.817926768616,22.017208652893,98.4916752835689,22.794967279031,378.994162039418,88.2557921880439,411.972531035021,228.655322110907,206.251472137476,133.023788675767
"524",86.1082163251283,112.748503185064,74.6676064854956,417.686588228555,160.784220728078,22.9254455164102,100.930180715918,22.9839398251259,386.711126463887,88.8524161193758,416.350764794569,233.503947653567,205.852496132454,134.454409691236
"525",86.6623303814286,116.157633275,76.0307699671429,424.306872045143,162.471633273571,23.7620428373571,103.131151607857,23.2833257017143,392.468792085714,89.1318800207143,419.13061655,237.320030971429,205.206225464286,135.848579882143
"526",86.9126168273849,119.595324910685,78.103412659397,428.710328814158,165.873983540318,24.3967667804475,104.837281646637,23.57849091927,395.293642296598,89.2960898990522,420.946530033704,239.818132984753,204.643854232638,137.388737591396
"527",86.9595500934837,122.931594952615,80.4205931253457,430.673873052832,170.272953419487,24.7228741378883,105.858987720148,23.7988142554117,395.41598297247,89.3281035903832,421.850580925494,240.952950129375,204.103513213484,138.73048145881
"528",86.9407539596263,126.042613236451,82.3307035420144,429.966223936911,174.522190491234,24.63949435876,106.023617516442,23.8846776795439,393.367075610321,89.1562668879512,421.749252892037,240.739212720024,203.425067351874,139.397700198426
"529",86.9938522057143,128.804549597857,83.1821360864286,426.356100642143,177.475342335714,24.0457568921429,105.158518723571,23.7764631610714,389.678181707143,88.708925585,420.5490296,239.191651071429,202.448381592857,138.914282524286
"530",87.1610911779933,130.997173122156,82.5181264729811,419.757325256077,178.220719733512,22.8966501871145,103.19579587818,23.4351833297459,384.73086498098,87.9097218118379,418.093577197511,236.335166948419,200.951681737764,136.94463806162
"531",87.1032074880852,132.014649893313,80.6612845655351,410.664131513483,176.785286266918,21.3705986927412,100.486580911285,22.9043734567062,378.307898034094,86.6634830470305,413.975291758538,232.235347916236,198.466637013052,133.71526008042
"532",86.3855603139559,131.154745244957,78.1290637653216,399.715856060933,173.430668718651,19.7018858580866,97.4867626024977,22.2481994734385,370.042355689805,84.8703331062079,407.723751838511,226.96795299022,194.463277501456,129.593162761868
"533",84.5735088335714,127.715224510714,75.4389174735714,387.551835545,168.418493871429,18.1247951322143,94.6522297314286,21.5308273114286,359.567312771429,82.430395805,398.868535992857,220.608741185714,188.411633285714,124.945360287143
"534",81.4084893231531,121.38688569778,73.0069445071911,374.716162699372,162.007610897297,16.8348467565845,92.3107785662133,20.8082941117823,346.744150597118,79.304783094969,387.071848110851,213.276020285745,180.052150063581,120.056943842771
"535",77.3362464519436,113.432657507615,70.8438253457905,361.371954606201,154.445758525609,15.872508142245,90.2778353290871,20.1041218540848,332.347476464367,75.6985594714055,372.526393417139,205.258293144075,170.206935992881,114.885312636651
"536",72.9786019874408,105.50850131525,68.8588858846554,347.58708443475,145.977897875045,15.2394834926401,88.2407337308102,19.4337037275414,317.380204165504,71.877777565532,355.557502470215,196.886611382154,159.968514846454,109.305942882027
"537",68.9573776971429,99.2703784957143,66.9614520190714,333.429425354286,136.848990064286,14.9374770112143,85.8868074821429,18.8124329213571,302.845247492857,68.1084900085714,336.490505828571,188.492026621429,150.429410397143,103.194310792143
"538",65.7011282079992,95.8619470085902,65.0341494868327,318.883612979547,127.29762484153,14.9348974596502,82.9399577475809,18.2505562298963,289.353888232557,64.5686753682303,315.598088392234,180.172348133044,142.312424864651,96.4757800889037
"539",62.8653395847655,94.3776511516734,62.8528033957671,303.601332707161,117.536906473057,15.0669718325825,79.2703555065631,17.7377348681599,275.950880145939,61.0840159581512,292.94235242737,171.092415786928,134.861474256139,89.2752645288675
"540",59.9122307516491,93.3996318073128,60.1665386962108,287.151032379231,107.773567854662,15.1356316828844,74.7847391922637,17.2584836563077,261.289344988136,57.3921200284608,268.532754541677,160.183827102706,126.950753025629,81.7675653772547
"541",56.3040206328571,91.5100298578571,56.7244803385,269.101159837857,98.2143418821429,14.9428085634286,69.3898472378571,16.7973174145,244.022404514286,53.2305958292857,242.378751342857,146.3781796,117.454455627143,74.1274838992857
"542",51.6315082459438,87.5170444979937,52.3344160260104,248.973116635744,88.9252394781222,14.3280192836464,63.0253381964931,16.3043663048121,223.058977739817,48.3791153750942,214.500363879687,129.023610014122,105.542299605068,66.4552083570831
"543",45.9998129818514,81.1331081717628,47.0387844742751,226.100119168011,79.4093836725219,13.2811216792017,55.7625511012229,15.5922218569811,198.331172721342,42.7856057377218,184.959870965257,109.134411943123,91.5660948652413,58.5524750003787
"544",39.642634324869,72.2967116355434,40.9386871518665,199.76833754038,69.0291755220892,11.829558842317,47.7057451050734,14.4390909426596,170.026894775768,36.4400577533456,153.830115853734,88.1414182007408,76.1731744038659,50.1464070758063
"545",32.7936717592857,60.9463456457143,34.1352255273571,169.263941858571,57.1470160835714,10.0007738652143,38.9591793610714,12.6231804335,138.33404922,29.3324622581429,121.183941799286,67.4754616007143,60.0108712171428,40.96412783
"546",25.7258388461428,47.334159656366,26.8164258301691,134.600187024998,43.5177486020948,7.86007867168855,29.7419594533552,10.0413204935685,103.99613145688,21.5964671886371,87.586140760843,48.4383701684718,43.8160703199679,30.9552654303642
"547",18.8689054534896,32.9669379124361,19.5180133331235,98.6986671288287,29.4659850763023,5.62426051182486,20.7325766905095,7.06483445658531,69.9789972329868,13.9403488827382,55.5692995163953,31.8159527762065,28.6838648020117,20.9594677273855
"548",12.6918555261272,19.6651233565739,12.8626380698912,65.2080610559239,16.7087796932158,3.54797546728088,12.7243688122304,4.18366894868451,39.804092380832,7.21604077870235,28.1579535486965,18.2650135078022,15.798899771639,12.0388874923213
