Wind NREL,Wind,Solar NREL,Solar
143.7024866,253.2025995,2315.707998,562
147.3061612,253.4063363,2211.22237,542.8
162.7043471,252.910851,2094.3871,525.4
184.2161595,251.6275587,1962.762874,518
206.4353852,249.7319398,1813.891259,494.5
224.0650926,248.3959823,1645.313824,449.6
233.961967,247.7273235,1455.863617,414
236.5061456,247.9371502,1249.539616,363.8
233.6827306,245.978096,1031.632277,312.6
227.476825,243.0670273,807.4320604,236
221.3587554,238.4366547,584.0911662,120.2
220.2069346,235.17576,376.2087688,63.7
226.4762428,234.3431741,200.2457851,7.2
251.073068,230.5867173,72.66313227,4.4
295.4848061,221.797976,20.51035245,0
351.5967365,212.6492044,3.987083983,0
408.6125093,201.7304005,0.032731874,0
455.7521305,184.5720406,0,0
486.0203526,169.0893746,0,0
502.3826805,150.6232854,0,0
511.0180968,142.1046737,0,0
518.1055846,139.8652719,0,0
528.3994169,138.7932737,0,0
540.9550291,140.9701905,0,0
553.4031469,141.4206752,0,0
563.3744958,141.2984355,0,0
568.9893539,141.8835439,0,0
570.3262068,140.5484524,0,0
567.9530921,136.3018379,0,0
562.4380479,125.9487078,0,0
554.4533867,122.0531737,0,0
545.0885231,115.8945584,0,0
535.5371469,102.1902395,0,0
526.9929476,91.90117035,0,0
520.1513853,81.10081283,0,0
513.7150008,83.22667071,0,0
505.8881055,86.12908476,0,0
494.8750107,84.76774513,0,0
479.447761,81.67885166,0,0
460.6493351,81.383996,0,0
440.0904445,75.87162045,0,0
419.3818013,89.06871837,0,0
400.3258006,94.1051659,0,0
385.4915711,87.86055446,0,0
377.6399246,85.57938516,0,0
379.5316731,78.05709553,0,0
392.6418479,68.3868582,0,0
413.3023576,58.43108297,0,0
436.5593302,55.449013,0,0
457.4588937,49.94491357,0,0
472.0575285,46.21231735,0,0
480.4531242,41.7764343,0,0
483.7539226,39.87845814,0,0
483.0681656,38.03144604,0,0
479.8429241,34.70113886,0,0
476.8805845,35.96589017,0,0
477.3223623,37.49672607,0,0
484.3094729,36.97543975,0,0
499.2456462,35.79098744,0,0
516.584669,38.22325377,0,0
529.0428427,41.21202832,0,0
529.3364684,39.96259504,0,0
512.7012299,37.76405214,0,0
484.4503405,34.77483508,0,0
452.4163957,30.41846959,0,0
424.4319908,24.47172038,0,0
406.0648546,21.24236952,30.4381188,0
393.8232468,21.7179448,81.69219608,0
381.9505602,20.27306185,157.3503,0
364.6901877,20.81986172,275.2947234,0
338.1567561,24.46173148,446.9525566,32.4
305.9498301,27.88920896,654.5537682,110.6
273.5402079,29.79951233,881.3531911,226.6
246.3986882,30.68631179,1110.605658,315.6
229.9568101,27.741419,1328.28478,375.3
219.8169035,22.25385185,1531.239282,425.1
212.815159,17.27616509,1719.036668,464.6
206.5285337,13.51133778,1891.244441,497.5
200.0470362,11.22000764,2047.784767,515.2
193.1214886,11.72698715,2189.99846,531.3
187.7362178,12.50790526,2319.580996,537
186.5594085,11.99917998,2438.22785,539.6
191.5322056,10.19789317,2547.173541,539
200.5940873,7.94116027,2645.808753,533.6
211.3305267,5.647166172,2733.063212,532.9
221.5307444,4.929963251,2807.866642,540.2
230.3262933,5.197987085,2869.099109,548.8
237.5179754,4.943339253,2915.442025,554.8
243.8447929,3.449202247,2945.527146,552.9
250.0457483,2.553445459,2957.986221,550.7
256.8470907,2.517932436,2951.762618,543.5
264.9073425,1.753100285,2927.046154,535.8
274.875664,0.861591184,2884.338256,532.1
287.4012157,0.928622637,2824.140357,524.8
302.9014272,1.433497163,2746.948565,522
319.566931,1.255138217,2653.237715,517.1
335.1658869,1.384061686,2543.477321,509.9
348.4216985,2.607797726,2418.136898,501.1
357.7168199,1.168135751,2277.639148,494.5
363.9118097,0.585642307,2122.21952,479.8
368.492604,0.632661528,1952.066649,467.8
372.9451393,1.340282952,1767.369174,444.4
378.7101939,1.660376708,1568.498658,404.7
387.0143981,1.467349273,1356.558388,357.5
399.0460249,1.176046635,1132.834576,299.9
415.9933475,1.127414853,898.6134358,231.9
438.5374151,1.974388331,658.3847593,146.3
465.3214009,1.903041154,429.4526489,49.5
494.4830765,2.234189908,232.324785,8.5
524.1602133,3.681791149,87.50884792,6.7
552.1636581,6.659834833,24.26585191,1.5
574.9941508,8.18766406,5.391592843,0
588.8259946,12.45176828,0.342178975,0
589.8334929,16.79920447,0,0
576.1476738,18.74947628,0,0
553.7258204,14.8774267,0,0
530.4820716,11.68937361,0,0
514.3305661,9.751986724,0,0
