Wind NREL,Wind,Solar NREL,Solar
511.0157006,6.171423442,0,0
517.6027289,2.259269716,0,0
528.9871987,0.328522782,0,0
540.0646565,0.426788599,0,0
546.8294133,0.367185925,0,0
549.6707877,0.414165944,0,0
550.0768713,0.264367842,0,0
549.5357556,0.221526986,0,0
549.2583732,0.266002745,0,0
549.3470064,0.139495223,0,0
549.6267804,0.140930994,0,0
549.9228207,0.145885055,0,0
550.1156855,0.101642576,0,0
550.3076597,0.082666158,0,0
550.656461,0.221591198,0,0
551.3198079,0.086292975,0,0
552.4554194,0.062398631,0,0
554.2210128,0.069057636,0,0
560.4354485,0.147445083,0,0
